,rank,trend,season,episode,name,start,total_votes,average_rating
272,"55,410",3,1,273,Subete wa Nakama o Mamoru Tame ni! Gear Second Hatsudou,2006,168,8.5
273,"53,243",4,1,274,Kotaero Robin! Mugiwara Ichimi no Sakebi!!,2006,173,8.6
274,"59,363",2,1,275,Robin no Kako! Akuma to Yobareta Shoujo!,2006,161,8.3
275,"60,276",2,1,276,Shukumei no Oyako! Sono Haha no Na wa Orubia!,2006,158,8.3
276,"54,464",2,1,277,Ohara no Higeki! Buster Call no Kyoufu,2006,172,8.5
277,"34,336",15,1,278,Ikitai to Ie! Oretachi wa Nakama Da!!,2006,280,9.1
278,"86,202",1,1,279,Taki ni Mukatte Tobe!! Luffy no Omoi!!,2006,132,6.9
279,"91,170",1,1,280,"Otoko no Ikizama! Zoro no Waza, Usopp no Yume",2006,131,6.6
280,"90,000",1,1,281,Namida ga Tsumuida Nakama no Kizuna! Nami no Sekai Chizu,2006,134,6.6
281,"91,582",1,1,282,Wakare ga Otoko o Migaku! Sanji to Chopper,2006,126,6.7
282,"91,171",1,1,283,Subete wa Nakama no Tame ni! Yami no Naka no Robin!,2006,131,6.6
283,"68,984",1,1,284,Sekkeizu wa Watasanai! Franky no Ketsudan,2006,143,7.9
284,"68,195",1,1,285,Itsutsu no Kagi o Ubae! Mugiwara Ichimi Tai CP9,2006,142,8.0
285,"67,887",1,1,286,Akuma no Mi no Chikara! Kaku to Jabra Daihenshin,2006,143,8.0
286,"68,782",1,1,287,Shinde mo Keran! Sanji Otoko no Kishidou!,2006,140,8.0
287,"65,616",1,1,288,Fukurou no Gosan! Ore no Cola wa Inochi no Mizu!,2006,143,8.2
288,"65,835",1,1,289,Zoro Shinwaza Sakuretsu! Katana no Na wa Sogeking?,2006,146,8.1
289,"67,022",1,1,290,Seigyo Funou! Chopper Kindan no Rumble,2006,142,8.1
290,"96,000",1,1,291,Luffy Oyabun Futatabi! Yume ka Utsutsu ka Tomikuji Soudou,2006,136,6.2
291,"100,456",-,1,292,Oshiro de Mochimaki Dai Race! Akai Hana no Inbou,2007,134,6.0
292,"70,826",-,1,293,Awa Tsukai Kalifa! Nami ni Semaru Sekken no Wana,2007,141,7.8
293,"67,365",-,1,294,Hibikiwataru Kyouhou! Hatsudou Buster Call,2007,141,8.1
294,"71,777",-,1,295,Gonin no Nami? Hangeki wa Shinkirou to Tomo ni!,2007,138,7.8
295,"63,318",-,1,296,Nami no Ketsudan! Bousou Chopper o Ute!,2007,151,8.2
296,"68,053",-,1,297,Kariudo Sanji Toujou? Usotsuki Ookami ni Okuru Banka,2007,139,8.1
297,"64,425",-,1,298,Shakunetsu no Keri! Sanji Ashiwaza no Full Course,2007,147,8.2
298,"64,996",1,1,299,Hakujin no Moushuu! Zoro Tai Kaku Kyouryoku Zangeki Taiketsu,2007,145,8.2
299,"46,449",6,1,300,Kishin Zoro! Kihaku ga Miseta Asura no Keshin,2007,203,8.7
300,"55,975",1,1,301,Spandam Kyougaku! Shihou no Tou ni Tatsu Eiyuu,2007,162,8.6
301,"64,079",-,1,302,Robin Kaihou! Luffy Tai Lucci Choujou Kessen,2007,152,8.1
302,"98,908",-,1,303,Hannin wa Luffy Oyabun? Kieta Oozakura o Oe,2007,129,6.2
303,"59,148",1,1,304,Katenakya Daremo Mamorenai! Gear Third Shidou,2007,158,8.4
304,"63,115",-,1,305,Senritsu no Kako! Yami no Seigi to Rob Lucci,2007,148,8.3
305,"66,758",-,1,306,Maboroshi no Ningyo Arawaru? Usureyuku Ishiki no Naka de,2007,143,8.1
306,"65,617",-,1,307,Houka ni Shizumu Shima! Franky Munen no Sakebi,2007,143,8.2
307,"61,689",-,1,308,Luffy o Mate! Tamerai no Hashi no Shitou!,2007,149,8.4
308,"35,744",11,1,309,Kobushi ni Kometa Omoi! Luffy Konshin no Gatling,2007,271,9.0
309,"59,147",-,1,310,"Tomo, Umi yori Kitaru! Mugiwara Ichimi Saikyou no Kizuna",2007,158,8.4
310,"60,066",-,1,311,Zen'in Dai Dasshutsu! Shousha no Michi wa Kaizoku no Tame ni,2007,155,8.4
311,"35,566",12,1,312,Arigatou Merry! Yuki ni Kemuru Wakare no Umi,2007,273,9.0
312,"62,520",-,1,313,Yaburareta Ansoku! Ai no Kobushi o Motsu Kaigun Chuujou,2007,150,8.3
313,"50,902",3,1,314,Saikyou no Kakei? Akasareta Luffy no Chichi!,2007,188,8.5
314,"66,928",-,1,315,Sono Na wa Shinsekai! Grand Line no Yukue,2007,146,8.0
315,"51,743",3,1,316,Shanks Ugoku! Bousou Suru Jidai e no Kusabi,2007,184,8.5
316,"96,680",-,1,317,Yagara o Sagasu Shoujo! Mizu no Miyako Daisousasen,2007,130,6.3
317,"99,046",-,1,318,Haha wa Tsuyoshi! Zoro no Dotabata Kaji Tetsudai,2007,133,6.1
318,"91,489",-,1,319,Sanji Shougeki! Nazo no Jii-san to Gekiuma Ryouri,2007,134,6.5
319,"69,970",-,1,320,Tsui ni Zen'in Shoukin Kubi! 6-okugoe no Ichimi!,2007,140,7.9
320,"70,132",-,1,321,Umi o Nozomu Hyakujuu no Ou! Yume no Fune Doudou Kansei!,2007,136,8.0
321,"70,920",-,1,322,Saraba Itoshiki Kobun-tachi! Franky Tatsu,2007,137,7.9
322,"66,433",-,1,323,Shukkou Mizu no Miyako! Otoko Usopp Kettou no Kejime,2007,144,8.1
323,"69,969",-,1,324,Meguru Tehaisho! Kokyou wa Odoru Fune wa Susumu!,2007,140,7.9
324,"52,351",4,1,325,Saikyou no Nouryoku! Ace o Osou Kurohige no Yami,2007,177,8.6
325,"89,265",-,1,326,Nazo no Kaizoku Goikkou! Sunny-gou to Kiken na Wana,2007,128,6.8
326,"98,912",-,1,327,Sunny-gou Pinch! Unare Chousoku no Himitsu Mecha,2007,129,6.2
327,"95,402",-,1,328,Shinsekai ni Shizumu Yume! Shitsui no Kaizoku Puzzle,2007,129,6.4
328,"91,225",-,1,329,Osoikuru Shikaku-tachi! Hyoujou Dai Battle Kaishi,2007,127,6.7
329,"96,220",-,1,330,Dai Kusen Mugiwara Ichimi! Hata ni Kakeru Kaizoku Tamashii,2007,123,6.5
330,"93,658",-,1,331,Atsukurushisa Zenkai! Semaru Futago no Jiryoku Power,2007,125,6.6
331,"94,069",1,1,332,Dai Konran no Yakata! Ikaru Don to Toraware no Ichimi,2007,124,6.6
332,"96,221",-,1,333,Fushichou Futatabi! Tomo ni Chikau Kaizokuki no Yume,2007,123,6.5
333,"92,884",-,1,334,Atsu Atsu Choukessen! Luffy VS Shakunetsu no Don,2007,123,6.7
334,"94,070",-,1,335,Shin Sekai de Matsu! Isamashiki Kaizoku to no Wakare,2007,124,6.6
335,"109,201",-,1,336,Shutsudou Chopperman! Mamore Nagisa no TV-kyoku,2007,133,5.6
336,"66,273",-,1,337,Ma no Umi Totsunyuu! Kiri ni Ukabu Nazo no Gaikotsu,2008,141,8.2
337,"72,341",-,1,338,Hito ni Aeta Yorokobi! Gaikotsu Shinshi no Shoutai,2008,133,7.9
338,"74,707",-,1,339,Kai Genshou Zokuzoku! Thriller Bark Jouriku,2008,133,7.7
339,"74,625",-,1,340,Tensai to Yobareta Otoko! Hogback Arawaru!,2008,130,7.8
340,"70,586",-,1,341,Nami Dai Pinch! Zombie Yashiki to Toumei Ningen,2008,138,7.9
341,"74,347",-,1,342,Zombie no Nazo! Akumu no Hogback Kenkyuujo,2008,134,7.7
342,"77,267",-,1,343,Sono Na wa Moriah! Kage o Nigiru Dai Kaizoku no Wana,2008,123,7.8
343,"77,935",-,1,344,Zombie Song no Kyouen! Youchi no Kane wa Yami no Oto,2008,128,7.6
344,"80,008",-,1,345,Doubutsu Ippai? Perona no Wonder Garden,2008,126,7.5
345,"76,534",-,1,346,Kieru Mugiwara Ichimi! Arawareta Nazo no Kenshi!,2008,125,7.8
346,"76,999",-,1,347,Nokoru Kishidou! Nami o Mamoru Uragiri Zombie,2008,127,7.7
347,"74,152",-,1,348,Sora kara Sanjou! Kenkyou Hanauta wa Ano Otoko!,2008,128,7.9
348,"75,320",-,1,349,Luffy Kinkyuujitai! Saikyou no Kage no Ikisaki,2008,128,7.8
349,"74,893",-,1,350,Majin to Yobareta Senshi!! Oz Fukkatsu no Toki,2008,126,7.9
350,"76,142",-,1,351,500-nenburi no Mezame!! Oars Kaigan!!,2008,126,7.8
351,"75,321",-,1,352,Shinnen no Inochigoi!! Afro o Mamoru Brook,2008,128,7.8
352,"71,180",-,1,353,Otoko no Chikai wa Shinazu!! Tooi Sora de Matsu Tomo e,2008,133,8.0
353,"82,191",-,1,354,Kanarazu Ai ni Iku!! Brook to Yakusoku no Misaki,2008,124,7.4
354,"77,268",-,1,355,Meshi to Nami to Kage!! Luffy Ikari no Daihangeki,2008,123,7.8
355,"77,269",-,1,356,Usopp Saikyou? Negative wa Makasetoke,2008,123,7.8
356,"76,894",-,1,357,General Zombie Shunsatsu!! Oars wa Bouken Kibun!!,2008,124,7.8
357,"79,078",-,1,358,Honoo no Knight Sanji!! Keritsubuse Itsuwari no Kyoshiki,2008,125,7.6
358,"78,294",-,1,359,Suke Suke no Innen? Ubawareta Sanji no Yume,2008,127,7.6
359,"76,535",-,1,360,Tasukete Hero!? Teki wa Fujimi no Princess,2008,125,7.8
360,"76,998",1,1,361,Perona Kyoufu!? Uso no U wa Usopp no U,2008,127,7.7
361,"73,050",-,1,362,Yane ni Mau Zangeki!! Kecchaku Zoro Tai Ryuuma,2008,131,7.9
362,"78,172",-,1,363,Chopper Gekido!! Hogback Ma no Ijutsu,2008,124,7.7
363,"81,547",-,1,364,Oz Hoeru!! Detekoi Mugiwara no Ichimi,2008,129,7.3
364,"78,696",-,1,365,Teki wa Luffy!! Saikyou Zombie Tai Mugiwara no Ichimi,2008,126,7.6
365,"77,373",-,1,366,Taorero Absalom!! Nami Yuujou no Raigeki!!,2008,126,7.7
366,"71,492",-,1,367,Ubae Down!! Hissatsu Mugiwara Docking?,2008,132,8.0
367,"74,262",-,1,368,Ashioto Naki Shuurai!! Nazo no Boumonsha: Boukun Kuma,2008,131,7.8
368,"73,727",-,1,369,Oars Plus Moriah: Chikara to Zunou no Saikyou Gattai,2008,129,7.9
369,"72,670",-,1,370,Gyakuten e no Hisaku: Nightmare Luffy Kenzan,2008,132,7.9
370,"71,493",-,1,371,"Kaimetsu, Mugiwara Ichimi: Kagekage no Chikara Zenkai",2008,132,8.0
371,"64,557",1,1,372,Chouzetsu Battle Start! Luffy vs Luffy,2008,143,8.3
372,"66,909",-,1,373,"Kecchaku Semaru! Tatakikome, Todome no Ichigeki",2008,139,8.2
373,"68,042",-,1,374,Karada ga Kieru! Akumu no Shima ni Sasu Asahi!,2008,139,8.1
374,"70,496",-,1,375,Owaranai Kiki! Mugiwara Ichimi Massatsu Shirei,2008,135,8.0
375,"60,740",1,1,376,Subete o Hajiku: Kuma no Nikyunikyu no Chikara,2008,156,8.3
376,"28,147",20,1,377,Nakama no Itami wa Waga Itami: Zoro Kesshi no Tatakai,2008,359,9.2
377,"71,608",-,1,378,Tooi Hi no Yakusoku: Kaizoku no Uta to Chiisana Kujira,2008,135,7.9
378,"73,878",-,1,379,Brook no Kako: Youki na Nakama Kanashiki Wakare,2008,132,7.8
379,"60,860",1,1,380,Binks no Sake: Kako to Genzai o Tsunagu Uta,2008,152,8.4
380,"72,602",-,1,381,Arata na Nakama! Ongakuka Hanauta no Brook,2008,129,8.0
381,"95,851",-,1,382,Noronoro no Kyoui: Gingitsune no Foxy Futatabi,2008,124,6.5
382,"94,888",-,1,383,Otakara Daisoudatsusen! Houkai! Spa Island Gou,2008,126,6.5
383,"81,747",-,1,384,Brook's Hard Struggle the Difficult Path to Becoming a True C...,2009,125,7.4
384,"76,991",-,1,385,Halfway Through the Grand Line Arrival! The Red Line,2009,127,7.7
385,"76,992",-,1,386,Hatred of the Straw Hat Crew Enter Iron Mask Duval,2009,127,7.7
386,"79,082",-,1,387,The Fated Reunion! Save the Imprisoned Fishman,2009,125,7.6
387,"76,884",-,1,388,Tragedy! The Truth of the Unmasked Duval,2009,124,7.8
388,"76,885",-,1,389,Explosion! The Sunny's Super Secret Weapon Gaon Cannon,2009,124,7.8
389,"77,943",-,1,390,Gyojin-tou o Mezashite Jouriku: Sabaody Shotou,2009,128,7.6
390,"75,632",-,1,391,Bougyaku! Sabaody no Shihaisha Tenryuubito,2009,124,7.9
391,"71,176",-,1,392,Arata na Rival Shuuketsu! 11-nin no Choushinsei,2009,133,8.0
392,"75,325",-,1,393,Hyouteki wa Camie!! Semaru Hitosaraiya no Mashu,2009,128,7.8
393,"73,876",-,1,394,Camie o Sukue: Shotou ni Nokoru Ankoku no Rekishi,2009,132,7.8
394,"70,495",-,1,395,Time Limit: Human Auction Kaimaku,2009,135,8.0
395,"48,093",7,1,396,Tekken Sakuretsu! Auction o Buttsubuse,2009,194,8.7
396,"51,448",5,1,397,Dai Panic! Auction Kaijou no Shitou,2009,177,8.7
397,"63,986",2,1,398,Taishou Kizaru Ugoku! Souzen Sabaody Shotou,2009,145,8.3
398,"65,611",2,1,399,Houimou o Toppa Seyo! Kaigun Tai Sannin no Senchou,2009,143,8.2
399,"53,504",5,1,400,Roger to Rayleigh: Kaizoku Ou to Sono Migiude,2009,176,8.5
400,"64,260",1,1,401,Kaihi Fukanou!? Taishou Kizaru no Kousoku no Keri,2009,144,8.3
401,"65,532",2,1,402,Attouteki! Kaigun no Sentou Heiki Pacifista,2009,140,8.3
402,"62,992",3,1,403,Saranaru Kyouteki Arawaru! Masakari Katsuida Sentoumaru,2009,145,8.4
403,"48,214",7,1,404,Taishou Kizuru no Moukou Mugiwara Ichimi Zettaizetsumei!,2009,189,8.8
404,"28,216",24,1,405,Kesareta Nakama-tachi: Mugiwara Ichimi Saigo no Hi,2009,358,9.2
405,"104,117",1,1,406,Jidaigeki Tokubetsu Hen: Luffy Oyabun Futatabi Kenzan,2009,122,6.1
406,"106,033",-,1,407,Jidaigeki Tokubetsu Hen: Yabure! Thriller Shoukai no Wana,2009,118,6.1
407,"75,844",-,1,408,Jouriku! Danshi Kinsei no Shima Amazon Lily,2009,130,7.7
408,"76,234",-,1,409,Isoge! Nakama-tachi no Moto e: Nyougashima no Bouken,2009,129,7.7
409,"76,746",-,1,410,Minna Meromero! Kaizoku Jotei Hancock,2009,131,7.6
410,"76,146",-,1,411,Senaka ni Kakusareta Himitsu: Souguu Luffy to Hebihime,2009,126,7.8
411,"72,604",-,1,412,Hijou no Sabaki! Ishi ni Sareta Margaret!!,2009,129,8.0
412,"67,932",1,1,413,Luffy Daikusen! Hebi Shimai no Haki no Chikara!!,2009,136,8.2
413,"70,668",-,1,414,Nouryoku Zenkai Battle!! Gomugomu Tai Hebihebi,2009,128,8.2
414,"68,933",-,1,415,Hancock no Kokuhaku: Shimai no Imawashiki Kako,2009,133,8.2
415,"70,394",-,1,416,Ace o Sukue! Arata na Mokutekichi wa Daikangoku,2009,132,8.1
416,"68,049",-,1,417,Koi wa Hurricane! Meromero Hancock,2009,139,8.1
417,"75,711",-,1,418,Nakama-tachi no Yukue: Tenkou no Kagaku to Karakurijima,2009,127,7.8
418,"81,313",-,1,419,Nakama-tachi no Yukue: Kyochou no Shima to Momoiro no Rakuen!,2009,126,7.4
419,"76,989",-,1,420,Nakama-tachi no Yukue: Shima o Tsunagu Hashi to Shokujin Shok...,2009,127,7.7
420,"77,371",-,1,421,Nakama-tachi no Yukue: Negative Princess to Akuma Ou,2009,126,7.7
421,"76,538",-,1,422,Kesshi no Sennyuu! Kaitei Kangoku Impel Down Sennyuu!,2009,125,7.8
422,"76,145",-,1,423,Jigoku de Saikai!? Bara Bara no Mi no Jitsuryokusha!,2009,126,7.8
423,"77,808",-,1,424,Yabure! Guren Jigoku: Buggy no Dohade Daisakusen,2009,125,7.7
424,"77,809",1,1,425,Kangoku Saikyou no Otoko! Doku Ningen Magellan Toujou,2009,125,7.7
425,"91,987",-,1,426,Eiga Rendou Special: Ugokidasu Kinjishi no Yabou,2009,118,6.9
426,"100,117",-,1,427,Eiga Rendou Special: Nerawareta Little East Blue,2009,115,6.5
427,"97,820",-,1,428,Eiga Rendou Special: Amigo Kaizokudan no Moukou,2009,116,6.6
428,"98,316",-,1,429,Eiga Rendou Special: Kessen! Luffy Tai Largo,2009,115,6.6
429,"78,086",-,1,430,Toraware no Ouka Shichibukai! Kaikyou no Jinbee,2009,121,7.8
430,"80,627",-,1,431,Roubanchou Saldeath no Wana: Level 3 Kiga Jigoku,2009,118,7.7
431,"76,452",-,1,432,Tokihanatareta Swan! Saikai! Bon Clay,2009,122,7.9
432,"70,393",2,1,433,Shochou Magellan Ugoku: Kansei! Mugiwara Houimou,2010,132,8.1
433,"77,810",1,1,434,Zensenryoku Shuuketsu! Level 4 Shounetsu Jigoku no Kessen,2010,125,7.7
434,"70,839",1,1,435,Magellan Tsuyoshi! Bon Clay Tekizen Toubou,2010,134,8.0
435,"68,048",1,1,436,Shiyuu Kessu! Sutemi no Luffy Saigo no Ichigeki,2010,139,8.1
436,"74,529",-,1,437,Dachi Dakara: Bon Clay Kesshi no Kyuushutsukou,2010,127,7.9
437,"78,179",-,1,438,Jigoku ni Rakuen! Impel Down Level 5.5,2010,124,7.7
438,"83,011",-,1,439,Luffy Chiryou Kaishi: Ivan-san Kiseki no Chikara!!,2010,122,7.4
439,"79,204",-,1,440,Kiseki o Shinjite! Bon Clay Tamashii no Seien,2010,128,7.5
440,"75,227",-,1,441,Luffy Fukkatsu! Iwa-san Datsugoku Keikaku Shidou!!,2010,125,7.9
441,"73,323",-,1,442,Ace Gosou Kaishi: Saikasou Level 6 no Koubou!,2010,127,8.0
442,"72,606",-,1,443,Saikyou Team Kessei: Shinkan! Inpel Down,2010,129,8.0
443,"74,532",-,1,444,Saranaru Konran! Kurohige Teach Shuurai!,2010,127,7.9
444,"74,887",-,1,445,Kiken na Deai! Kurohige to Ame no Shiryuu,2010,126,7.9
445,"71,422",-,1,446,Iji demo Taorenu! Honki no Hannyabaru,2010,129,8.1
446,"61,866",2,1,447,Ikari no Jet Pistol: Luffy vs Kurohige,2010,152,8.3
447,"76,898",-,1,448,Magellan o Tomero! Iva-san Ougi Sakuretsu,2010,124,7.8
448,"76,024",-,1,449,Magellan no Kisaku! Habamareta Datsugoku Keikaku,2010,123,7.9
449,"71,424",-,1,450,Datsugoku Team Zettaizetsumei: Kinjite &quot;Venom Demon&quot;,2010,129,8.1
450,"60,416",1,1,451,Okose Saigo no Kiseki: Seigi no Mon o Toppa Seyo,2010,150,8.5
451,"76,022",-,1,452,Mezase Kaigun Honbu: Ace Kyuushutsu e no Funade!,2010,123,7.9
452,"86,114",-,1,453,Nakama-tachi no Yukue: Weatheria Report to Cyborg Animal,2010,118,7.3
453,"92,197",-,1,454,Nakama-tachi no Yukue: Kyochou no Hina to Momoiro no Taiketsu,2010,121,6.8
454,"86,978",-,1,455,Nakama-tachi no Yukue: Kakumeigun to Boushoku no Mori no Wana!,2010,116,7.3
455,"86,115",-,1,456,Nakama-tachi no Yukue: Kyodai na Bohyou to Pantsu no On,2010,118,7.3
456,"85,836",-,1,457,Marineford Chokuzen Kaisou Special: Kyoudai no Chikai!,2010,122,7.2
457,"86,556",1,1,458,Marineford Chokuzen Kaisou Special: Shuuketsu! San Taishou,2010,131,6.9
458,"65,817",2,1,459,Kessen no Toki Semaru! Kaigun Saikyou no Fujin Kansei!,2010,146,8.1
459,"62,399",2,1,460,Kyodai Kantai Arawaru: Shuurai! Shirohige Kaizokudan,2010,154,8.2
460,"54,984",3,1,461,Kessen no Makuake! Ace to Shirohige no Kako,2010,174,8.4
461,"62,400",3,1,462,Sekai o Horobosu Chikara! Guragura no Mi no Nouryoku,2010,154,8.2
462,"56,935",4,1,463,Subete o Yakitsukusu!! Taishou Akainu no Chikara!,2010,162,8.5
463,"62,512",4,1,464,Majin no Shison! Little Oars Jr. Bakushin!,2010,150,8.3
464,"60,059",3,1,465,Shousha dake ga Seigi Hatsudou! Sengoku no Sakusen!,2010,155,8.4
465,"49,641",5,1,466,Mugiwara Team Touchaku Fuunkyuu o Tsugeru Senjou,2010,186,8.7
466,"52,090",5,1,467,Shinde mo Tasukeru: Luffy vs Kaigun Battle Start,2010,174,8.7
467,"56,980",4,1,468,Gekisen no Renzoku! Nouryokusha Gundan VS Nouryokusha Gundan,2010,158,8.6
468,"62,211",4,1,469,Kuma ni Okita Ihen Iva-san Ikari no Ichigeki,2010,151,8.3
469,"58,957",4,1,470,Kengou Mihawk Luffy ni Semaru Kokutou no Zangeki,2010,155,8.5
470,"61,113",4,1,471,Senmetsu Sakusen Shidou: Pacifista Gundan no Iryoku,2010,151,8.4
471,"61,615",4,1,472,Akainu no Bouryaku! Otoshiirerareta Shirohige,2010,153,8.3
472,"61,402",4,1,473,Houiheki Sadou! Shirohige Kaizokudan Zettaizetsumei!!,2010,150,8.4
473,"52,575",5,1,474,Shokei Shikkou Shirei Kudaru: Houiheki o Toppa Seyo!,2010,180,8.5
474,"58,217",4,1,475,Saishuu Kyokumen Totsunyuu! Shirohige Kishikaisei no Itte,2010,154,8.6
475,"59,144",5,1,476,Luffy Chikaratsuku! Oris Hiroba no Souryokusen!!,2010,158,8.4
476,"62,302",4,1,477,Inochi o Kezuru Chikara: Tension Hormone Futatabi,2010,147,8.4
477,"52,767",4,1,478,Yakusoku no Tame ni!! Gekitou! Luffy to Coby,2010,175,8.6
478,"60,058",4,1,479,Shokeidai Mokuzen! Hirakareta Ace e no Michi!!,2010,155,8.4
479,"51,895",5,1,480,Sorezore no Eranda Michi: Luffy vs Garp!,2010,179,8.6
480,"42,522",10,1,481,Ace Kyuushutsu! Shirohige Saigo no Senchou Meirei!,2010,218,8.9
481,"30,117",29,1,482,Hi o mo Yaki Tsukusu Chikara: Akainu Hijou no Tsuigeki,2011,334,9.1
482,"20,664",58,1,483,Kotae o Sagashite: Hiken Ace Senjou ni Shisu,2011,524,9.3
483,"34,454",23,1,484,Kaigun Honbu Houkai! Shirohige Kotobanaki Ikari!,2011,285,9.0
484,"27,093",37,1,485,Kejime o Tsukeru: Shirohige vs Kurohige Kaizokudan,2011,370,9.3
485,"49,315",12,1,486,Show no Kaimaku: Akasareta Kurohige no Takurami,2011,192,8.6
486,"55,637",8,1,487,Akainu no Shuunen! Luffy o Osou Magma no Kobushi,2011,171,8.4
487,"43,228",14,1,488,Hisshi no Sakebi: Unmei o Kaeru Yuuki Aru Suubyou,2011,223,8.7
488,"39,674",15,1,489,Shanks Kenzan! Choujou Sensou Tsui ni Shuuketsu,2011,245,8.8
489,"66,747",5,1,490,Gun'yuu Kakkyo Su! &quot;Atarashii Jidai&quot; no Hajimari!,2011,143,8.1
490,"69,787",4,1,491,Nyougashima Jouriku: Luffy o Semeru Kakoku na Genjitsu,2011,137,8.0
491,"104,696",2,1,492,"Saikyou Tag! Funtou, Luffy to Toriko!",2011,117,6.2
492,"66,353",3,1,493,Luffy to Ace: Kyoudai no Deai no Monogatari!,2011,148,8.0
493,"71,604",3,1,494,Sabo Toujou! Gray Terminal no Shounen,2011,135,7.9
494,"77,804",3,1,495,Ore wa Nigenai: Ace Kesshi no Kyuushutsu Sakusen,2011,125,7.7
495,"76,899",3,1,496,Itsuka Umi e! Sannin no Akudou Chikai no Sakazuki!,2011,124,7.8
496,"77,805",4,1,497,Dadan Ikka to no Wakare!? Kansei! Himitsu Kichi,2011,125,7.7
497,"83,972",3,1,498,Luffy Deshiiri!? Kaizoku Ou to Tatakatta Otoko!,2011,123,7.3
498,"83,008",2,1,499,Ootora to no Kessen! Senchou ni Naru no wa Dare Da!,2011,122,7.4
499,"79,403",2,1,500,Ubawareta Jiyuu! Sankyoudai ni Semaru Kizoku no Wana,2011,121,7.7
500,"79,086",2,1,501,Hanatareta Honoo: Gray Terminal no Kiki,2011,125,7.6
501,"80,293",1,1,502,Jiyuu wa Doko ni Aru? Shounen no Kanashiki Funade,2011,122,7.6
502,"68,247",3,1,503,Yoroshiku Tanomu! Kyoudai kara Todoita Tegami!,2011,135,8.2
503,"74,631",1,1,504,Yakusoku o Hatasu Tame: Sorezore no Tabidachi!,2011,130,7.8
504,"68,379",1,1,505,Aitsura ni Aitee! Luffy Namida no Sakebi,2011,138,8.1
505,"75,716",2,1,506,Mugiwara no Ichimi Gekishin! Motarasareta Kyouhou,2011,127,7.8
506,"74,272",2,1,507,Meiou Rayleigh to no Saikai: Luffy Ketsudan no Toki,2011,131,7.8
507,"80,492",1,1,508,Senchou no Moto e: Sorajima no Datsugoku to Fuyujima no Jiken,2011,128,7.4
508,"77,381",1,1,509,Sesshoku! Daikengou Mihawk: Zoro Iji no Shitou,2011,126,7.7
509,"77,938",1,1,510,Sanji no Junan: Oukoku e to Kikan Shita Joou!,2011,128,7.6
510,"74,343",2,1,511,Masaka no Saijouriku! Luffy Marineford e!,2011,134,7.7
511,"76,996",1,1,512,Nakama ni Todoke: Kakemeguru Dai News!,2011,127,7.7
512,"82,271",2,1,513,Ugokidasu Kaizoku-tachi! Kyoutendouchi no Shinsekai,2011,127,7.3
513,"84,577",1,1,514,Jigoku o Ikinuke: Sanji Otoko o Kaketa Shoubu,2011,125,7.2
514,"76,232",2,1,515,Madamada Tsuyoku Naru! Zoro Senchou e no Chikai,2011,129,7.7
515,"58,059",2,1,516,Luffy Shugyou Kaishi: 2-nengo ni Yakusoku no Basho de,2011,162,8.4
516,"48,830",5,1,517,Shinshou Kaimaku: Saishuuketsu! Mugiwara no Ichimi,2011,204,8.4
517,"68,401",2,1,518,Isshokusokuhatsu! Luffy Tai Nise Luffy,2011,145,7.9
518,"70,816",1,1,519,Kaigun Shutsudou: Nerawareta Mugiwara no Ichimi,2011,141,7.8
519,"71,634",1,1,520,Oomono Shuuketsu: Nise Mugiwara Ichimi no Kyoui,2011,142,7.7
520,"51,052",5,1,521,Sentou Kaishi! Misero Shugyou no Seika!,2011,183,8.6
521,"68,381",1,1,522,Zen'in Shuugou: Luffy Shinsekai e no Funade,2011,138,8.1
522,"76,607",1,1,523,Kyougaku no Shinjitsu: Sunny-gou o Mamotta Otoko,2011,128,7.7
523,"80,955",2,1,524,Kaichuu no Shitou: Arawareta Oounabara no Akuma,2011,127,7.4
524,"81,932",2,1,525,Shinkai de Sounan: Hagureta Mugiwara no Ichimi,2011,118,7.6
525,"81,933",1,1,526,Kaitei Kazan Funka! Nagasarete Gyojintou,2011,118,7.6
526,"80,623",1,1,527,Gyojintou Jouriku: Uruwashiki Ningyo-tachi,2011,118,7.7
527,"83,007",1,1,528,Koufun Bakuhatsu! Sanji Seimei no Kiki!,2011,122,7.4
528,"83,083",2,1,529,Gyojintou Metsubou!? Sharley no Yogen,2011,125,7.3
529,"82,483",-,1,530,Gyojintou no Ou: Kaishin Neptune!,2012,120,7.5
530,"85,841",-,1,531,Ryuuguujou! Tasuketa Same ni Tsurerarete,2012,122,7.2
531,"83,478",-,1,532,Yowamushi de Nakimushi! Koukakutou no Ningyo Hime,2012,121,7.4
532,"85,282",-,1,533,Kinkyuu Jitai Hassei: Senkyo Sareta Ryuuguujou,2012,120,7.3
533,"77,939",-,1,534,Ryuuguujou Gekishin! Shirahoshi Yuukai Jiken,2012,128,7.6
534,"83,863",1,1,535,Hody Shuurai: Fukushuu Keikaku no Hajimari,2012,120,7.4
535,"79,794",-,1,536,Ryuuguujou no Kessen! Zoro Tai Hody,2012,120,7.7
536,"80,198",-,1,537,Shirahoshi o Mamore: Decken no Tsuigeki,2012,119,7.7
537,"81,578",-,1,538,Ichimi Haiboku!? Hody Ryuuguujou Seiatsu,2012,119,7.6
538,"83,479",-,1,539,Yomigaeru Innen! Nami to Gyojin Kaizokudan!,2012,121,7.4
