Stock #,VIN,Year,Make,Model,Odometer,Certified,Photo Count,Color,Interior,Price,"AutoTrader.com
SRP","AutoTrader.com
VDP",MMR Wholesale,KBB Lending,Age,timestamp
LF955407A,WDDWJ8EB4LF955407,2020,Mercedes-Benz,C-Class,5048.0,Yes,26,Graphite Gray Metallic,Magma Gray w/MB-Tex Upholstery,47620.0,758.0,21.0,48200,47922,111,2021-09-23 05:03:48
FG551764T,3C6TR4DT9FG551764,2015,Ram,2500,37638.0,No,28,Black Clearcoat,Diesel Gray/Black Cloth,39780.0,1411.0,68.0,-,49302,114,2021-09-23 05:03:48
LW033806P,W1N4M4HB2LW033806,2020,Mercedes-Benz,GLB,5402.0,Yes,23,Denim Blue Metallic,Black w/MB-Tex Upholstery,43345.0,286.0,17.0,45400,44589,117,2021-09-23 05:03:48
GR128599T,1GKS2HKJXGR128599,2016,GMC,Yukon XL,89780.0,No,25,Onyx Black,Cocoa/Shale w/Perforated Leather-Appointed Seat Trim,43740.0,1639.0,120.0,38800,42058,117,2021-09-23 05:03:48
JN586075C3,WDDSJ4GB1JN586075,2018,Mercedes-Benz,CLA,26210.0,Yes,25,Night Black,Black w/MB-Tex Leatherette Seat Trim,29900.0,649.0,2.0,28900,30985,118,2021-09-23 05:03:48
HU195650C3,55SWF6EB0HU195650,2017,Mercedes-Benz,C-Class,37044.0,Yes,30,Black,Black w/MB-TEX/DINAMICA Upholstery,42900.0,3541.0,135.0,37800,41592,118,2021-09-23 05:03:48
LF751044C3,WDC0G8EB3LF751044,2020,Mercedes-Benz,GLC,14082.0,Yes,29,Polar White,Silk Beige/Black MB-Tex w/MB-Tex Upholstery,44670.0,1583.0,36.0,46900,44615,121,2021-09-23 05:03:48
D0074293T,ZAM45VLA5D0074293,2013,Maserati,GranTurismo,22598.0,No,28,Grigio Granito Metallic,Leather,45625.0,2403.0,107.0,42200,45595,124,2021-09-23 05:03:48
KU286177C3,55SWF8EB2KU286177,2019,Mercedes-Benz,C-Class,29447.0,Yes,25,Selenite Gray Metallic,Black w/MB-Tex Upholstery,35735.0,1170.0,11.0,34700,37554,124,2021-09-23 05:03:48
MV287205,W1N0G8EB6MV287205,2021,Mercedes-Benz,GLC,2900.0,No,21,White,Beige,50585.0,298.0,11.0,51000,47249,127,2021-09-23 05:03:48
MA087059,W1K2J5KB5MA087059,2021,Mercedes-Benz,CLS,5.0,No,24,Cirrus Silver Metallic,Black Leather,80400.0,1589.0,27.0,-,75912,127,2021-09-23 05:03:48
KF621235C3,WDC0G5EB0KF621235,2019,Mercedes-Benz,GLC,23520.0,Yes,28,Lunar Blue Metallic,Silk Beige/Black MB-Tex w/MB-Tex Upholstery,42720.0,778.0,5.0,39700,37744,127,2021-09-23 05:03:48
JU234857P,55SWF4KB1JU234857,2018,Mercedes-Benz,C-Class,27244.0,Yes,24,Polar White,Silk Beige/Black w/MB-Tex Upholstery,31095.0,497.0,21.0,31000,32839,127,2021-09-23 05:03:48
LU332672,55SWF6EB5LU332672,2020,Mercedes-Benz,C-Class,3580.0,No,23,Blue,black Leather,58930.0,2403.0,65.0,58100,58545,127,2021-09-23 05:03:48
HN424006C3,WDDSJ4GB3HN424006,2017,Mercedes-Benz,CLA,35960.0,Yes,25,Lunar Blue Metallic,Crystal Gray w/MB-Tex Leatherette Seat Trim,25985.0,474.0,11.0,25900,26674,127,2021-09-23 05:03:48
LU333848,55SWF6EBXLU333848,2020,Mercedes-Benz,C-Class,4421.0,No,34,lunar blue metallic,black Leather,61505.0,2177.0,61.0,58000,58545,127,2021-09-23 05:03:48
KF499976C3,WDC0G5EB0KF499976,2019,Mercedes-Benz,GLC,29798.0,Yes,26,Selenite Gray Metallic,Black w/MB-Tex Upholstery,41725.0,519.0,10.0,38600,36744,134,2021-09-23 05:03:48
JA371796C3,WDDZF4KB5JA371796,2018,Mercedes-Benz,E-Class,26396.0,Yes,24,Iridium Silver Metallic,Black w/MB-Tex Upholstery,39670.0,735.0,31.0,39800,40615,136,2021-09-23 05:03:48
JA445731C3,WDDZF6GB2JA445731,2018,Mercedes-Benz,E-Class,20083.0,Yes,25,Piedmont Green Metallic,Macchiato Beige / Black w/MB-Tex Upholstery,45455.0,1519.0,48.0,40000,43571,136,2021-09-23 05:03:48
MW134644,W1N4M4HB1MW134644,2021,Mercedes-Benz,GLB,2900.0,No,25,Mountain Gray Metallic,Black,46810.0,210.0,4.0,47200,46555,139,2021-09-23 05:03:48
LW042523C3,W1N4M4GB0LW042523,2020,Mercedes-Benz,GLB,8799.0,Yes,27,Digital White Metallic,Black w/MB-Tex Upholstery,42605.0,337.0,8.0,42600,42900,143,2021-09-23 05:03:48
JN532890C3,WDDSJ4GB1JN532890,2018,Mercedes-Benz,CLA,24570.0,Yes,22,Polar Silver Metallic,Black w/MB-Tex Leatherette Seat Trim,27980.0,802.0,44.0,29100,31269,146,2021-09-23 05:03:48
JF434525C3,WDC0G5EB7JF434525,2018,Mercedes-Benz,GLC,36993.0,Yes,31,Selenite Gray Metallic,Black w/MB-Tex Upholstery,35965.0,2233.0,47.0,34300,35046,147,2021-09-23 05:03:48
JA362140C3,WDDUG6EBXJA362140,2018,Mercedes-Benz,S-Class,12801.0,Yes,32,Black,Leather,69590.0,2497.0,31.0,63900,66577,148,2021-09-23 05:03:48
JF014420C3,WDD1J6GB2JF014420,2018,Mercedes-Benz,E-Class,18789.0,Yes,21,Selenite Gray Metallic,Black w/Leather Upholstery,51790.0,1138.0,34.0,47100,48164,150,2021-09-23 05:03:48
JB023906C3,4JGDA5HB3JB023906,2018,Mercedes-Benz,GLE,36463.0,Yes,27,Black,Black w/MB-Tex Leatherette Seat Trim,42340.0,444.0,9.0,39900,40462,154,2021-09-23 05:03:48
LF785316C3,W1N0G6EB0LF785316,2020,Mercedes-Benz,GLC,15757.0,Yes,25,Polar White,Black w/MB-Tex/DINAMICA Upholstery,65865.0,1381.0,72.0,63900,62685,157,2021-09-23 05:03:48
JU264317C3,55SWF6EBXJU264317,2018,Mercedes-Benz,C-Class,24235.0,Yes,22,Selenite Gray Metallic,Black w/MB-TEX/DINAMICA Upholstery,44975.0,2593.0,87.0,43400,45057,163,2021-09-23 05:03:48
LT021285P,W1W4EBVY7LT021285,2020,Mercedes-Benz,Sprinter 2500,24.0,No,0,Arctic White,Cloth,129995.0,4176.0,17.0,-,46064,165,2021-09-23 05:03:48
LT021649P,W1W4EBVY8LT021649,2020,Mercedes-Benz,Sprinter 2500,30.0,No,0,Arctic White,Cloth,129995.0,4119.0,8.0,-,46064,165,2021-09-23 05:03:48
LT021987P,W1W4EBVY6LT021987,2020,Mercedes-Benz,Sprinter 2500,68.0,No,0,Arctic White,Black w/Leatherette Upholstery,129995.0,4105.0,13.0,-,46064,165,2021-09-23 05:03:48
KA140062C3,4JGED6EB7KA140062,2019,Mercedes-Benz,GLE,6247.0,Yes,30,Iridium Silver Metallic,Black w/MB-Tex Leatherette Seat Trim,72520.0,2732.0,85.0,73300,73109,177,2021-09-23 05:03:48
KA551759X,WDDZF4KBXKA551759,2019,Mercedes-Benz,E-Class,12485.0,No,27,Lunar Blue Metallic,Macchiato Beige/Black w/MB-Tex Upholstery,47520.0,1749.0,16.0,42800,44901,180,2021-09-23 05:03:48
KW008880X,WDD3G4FB8KW008880,2019,Mercedes-Benz,A-Class,294.0,Yes,22,Iridium Silver Metallic,Black w/MB-Tex Upholstery,32845.0,1234.0,51.0,34400,35783,180,2021-09-23 05:03:48
FX236578X,WDCYC7DF2FX236578,2015,Mercedes-Benz,G-Class,49459.0,No,30,Obsidian Black Metallic,designo Black w/Nappa Leather Upholstery,94345.0,7201.0,198.0,85200,89863,180,2021-09-23 05:03:48
LA740304X,WDDZF8DB8LA740304,2020,Mercedes-Benz,E-Class,12359.0,Yes,19,designo Cardinal Red Metallic,Macchiato Beige/Espresso Brown w/MB-Tex Upholstery,53340.0,583.0,3.0,47700,47612,180,2021-09-23 05:03:48
LA702065X,WDDZF8DB2LA702065,2020,Mercedes-Benz,E-Class,11113.0,Yes,25,designo Cardinal Red Metallic,Macchiato Beige/Black w/MB-Tex Upholstery,54675.0,653.0,2.0,48100,47751,180,2021-09-23 05:03:48
LW036861X,WDD3G4EB8LW036861,2020,Mercedes-Benz,A-Class,22316.0,Yes,23,Jupiter Red,Black w/MB-Tex Upholstery,31955.0,876.0,17.0,32700,33384,180,2021-09-23 05:03:48
LU023676X,WDCTG4EB3LU023676,2020,Mercedes-Benz,GLA,10184.0,No,23,Polar White,Black w/MB-Tex Upholstery,37275.0,912.0,11.0,34100,33808,180,2021-09-23 05:03:48
HA990313X,4JGDA6EB8HA990313,2017,Mercedes-Benz,GLE,30523.0,Yes,19,Obsidian Black Metallic,Saddle Brown/Black w/Leather Upholstery,50205.0,1256.0,45.0,45800,48896,180,2021-09-23 05:03:48
HA794011X,4JGDF7DE5HA794011,2017,Mercedes-Benz,GLS,86514.0,No,31,Polar White,designo Espresso Brown/Black Exclusive Nappa Lthr,45785.0,2130.0,535.0,39900,44086,180,2021-09-23 05:03:48
MF927849,W1N0G8DB3MF927849,2021,Mercedes-Benz,GLC,2900.0,No,0,White,Beige,44550.0,251.0,3.0,47300,44654,189,2021-09-23 05:03:48
MV264518,W1N0G8DB9MV264518,2021,Mercedes-Benz,GLC,2777.0,No,22,Black,Black,44300.0,1420.0,30.0,47300,44458,191,2021-09-23 05:03:48
MR610901,W1KWF8EB6MR610901,2021,Mercedes-Benz,C-Class,5178.0,No,22,White,Black,49975.0,720.0,3.0,-,44539,204,2021-09-23 05:03:48
MR610226,W1KWF8EB5MR610226,2021,Mercedes-Benz,C-Class,1006.0,No,23,White,Black,49975.0,771.0,1.0,-,44862,204,2021-09-23 05:03:48
MR609359,W1KWF8EB8MR609359,2021,Mercedes-Benz,C-Class,3140.0,No,22,White,Black,49975.0,718.0,2.0,-,44757,204,2021-09-23 05:03:48
MR609306,W1KWF8EB9MR609306,2021,Mercedes-Benz,C-Class,4478.0,No,22,White,Black,49950.0,823.0,1.0,-,44649,204,2021-09-23 05:03:48
MR610635,W1KWF8EB0MR610635,2021,Mercedes-Benz,C-Class,3200.0,No,22,White,Black,49975.0,740.0,1.0,-,44757,204,2021-09-23 05:03:48
MR609351,W1KWF8EB3MR609351,2021,Mercedes-Benz,C-Class,4251.0,No,24,White,Black,49950.0,843.0,0.0,-,44649,204,2021-09-23 05:03:48
MR610056,W1KWF8EB6MR610056,2021,Mercedes-Benz,C-Class,3477.0,No,22,White,Black,49975.0,721.0,0.0,-,44757,204,2021-09-23 05:03:48
MR609378,W1KWF8EB1MR609378,2021,Mercedes-Benz,C-Class,3131.0,No,22,White,Black,49975.0,723.0,2.0,-,44757,204,2021-09-23 05:03:48
MR622957,W1KWF8EB5MR622957,2021,Mercedes-Benz,C-Class,1509.0,No,21,designo Cardinal Red Metallic,Beige,45725.0,1123.0,5.0,-,44520,206,2021-09-23 05:03:48
MR619031,W1KWF8EB2MR619031,2021,Mercedes-Benz,C-Class,1898.0,No,24,Selenite Gray Metallic,Black,47175.0,1023.0,1.0,-,44520,206,2021-09-23 05:03:48
MV287269,W1N0G8EBXMV287269,2021,Mercedes-Benz,GLC,3772.0,No,24,graphite grey metallic,Beige,47400.0,675.0,2.0,50800,47059,211,2021-09-23 05:03:48
LF132207,W1K1J6JB6LF132207,2020,Mercedes-Benz,E-Class,2900.0,Yes,25,Black,Black Leather,68295.0,2606.0,16.0,63300,63896,213,2021-09-23 05:03:48
LF133066,W1K1J6JB8LF133066,2020,Mercedes-Benz,E-Class,2900.0,Yes,17,Black,Black Leather,68270.0,2636.0,23.0,63300,63896,213,2021-09-23 05:03:48
LF860133,W1N0G8EB1LF860133,2020,Mercedes-Benz,GLC,2900.0,Yes,21,designo Cardinal Red Metallic,Black,46155.0,1424.0,18.0,50200,46717,213,2021-09-23 05:03:48
LF865393,W1N0G8EB8LF865393,2020,Mercedes-Benz,GLC,2900.0,Yes,0,mojave silver metallic,Beige,40790.0,529.0,3.0,50200,46882,213,2021-09-23 05:03:48
LF132228,W1K1J6JB3LF132228,2020,Mercedes-Benz,E-Class,2900.0,Yes,20,Polar White,Black Leather,68225.0,2694.0,21.0,63300,64324,213,2021-09-23 05:03:48
LW036963,W1N4M4HB0LW036963,2020,Mercedes-Benz,GLB,11026.0,No,0,Iridium Silver,Black,42900.0,172.0,1.0,43900,43900,213,2021-09-23 05:03:48
KF106540,WDD1J6JB9KF106540,2019,Mercedes-Benz,E-Class,3960.0,No,21,Selenite Gray Metallic,Black Leather,59875.0,1250.0,31.0,54600,52591,213,2021-09-23 05:03:48
KA028679,WDD2J5KB8KA028679,2019,Mercedes-Benz,CLS,6644.0,Yes,25,Cardinal Red,Black Leather,66735.0,1317.0,54.0,61300,64586,213,2021-09-23 05:03:48
MW105633,W1N4M4HB5MW105633,2021,Mercedes-Benz,GLB,2835.0,No,22,Galaxy Blue Metallic,Black,44325.0,746.0,5.0,47200,46359,216,2021-09-23 05:03:48
MF925911,W1N0G8EB7MF925911,2021,Mercedes-Benz,GLC,2681.0,No,23,mojave silver metallic,Beige,47400.0,698.0,7.0,51000,47249,219,2021-09-23 05:03:48
MJ208515,W1N4N4HB7MJ208515,2021,Mercedes-Benz,GLA,4508.0,No,24,Iridium Silver Metallic,Black,40875.0,1087.0,10.0,42900,41360,232,2021-09-23 05:03:48
MJ208305,W1N4N4HB7MJ208305,2021,Mercedes-Benz,GLA,4937.0,No,24,Iridium Silver Metallic,Black,40875.0,1093.0,8.0,42800,41360,232,2021-09-23 05:03:48
MR610280,W1KWF8EB0MR610280,2021,Mercedes-Benz,C-Class,4907.0,No,25,White,Black,49950.0,803.0,2.0,-,44649,232,2021-09-23 05:03:48
MR606159,W1KWF8EB7MR606159,2021,Mercedes-Benz,C-Class,2232.0,No,23,White,Black,49650.0,862.0,1.0,-,44862,232,2021-09-23 05:03:48
MV272643,W1N0G8EBXMV272643,2021,Mercedes-Benz,GLC,5585.0,No,18,Red,Beige,47125.0,451.0,4.0,50500,46389,232,2021-09-23 05:03:48
MF878775,W1N0G8EB8MF878775,2021,Mercedes-Benz,GLC,7893.0,No,17,Selenite Gray Metallic,Black,46775.0,791.0,3.0,50000,46206,232,2021-09-23 05:03:48
MR609621,W1KWF8EB6MR609621,2021,Mercedes-Benz,C-Class,4913.0,No,30,White,Black,45175.0,1168.0,6.0,-,44649,232,2021-09-23 05:03:48
MR611527,W1KWF8EB2MR611527,2021,Mercedes-Benz,C-Class,4293.0,No,25,mojave silver metallic,Beige,45900.0,1066.0,3.0,-,44307,232,2021-09-23 05:03:48
MF910610,W1N0G8EB6MF910610,2021,Mercedes-Benz,GLC,2900.0,No,21,White,Black,46425.0,1320.0,17.0,51000,47249,232,2021-09-23 05:03:48
MW101307,W1N4M4HB5MW101307,2021,Mercedes-Benz,GLB,2671.0,No,22,Galaxy Blue Metallic,Black,44325.0,731.0,5.0,47200,46359,232,2021-09-23 05:03:48
MJ210363,W1N4N4HB9MJ210363,2021,Mercedes-Benz,GLA,2900.0,No,26,Patagonia Red Metallic,Black,39675.0,1448.0,23.0,43100,41555,232,2021-09-23 05:03:48
MF907512,W1N0G8EB2MF907512,2021,Mercedes-Benz,GLC,2703.0,No,17,Selenite Gray Metallic,Black,47150.0,1034.0,3.0,51000,47249,232,2021-09-23 05:03:48
MF874752,W1N0G8EB9MF874752,2021,Mercedes-Benz,GLC,6293.0,No,18,Black,Black,46050.0,1297.0,13.0,50300,46294,232,2021-09-23 05:03:48
MF908364,W1N0G8EB7MF908364,2021,Mercedes-Benz,GLC,3069.0,No,23,mojave silver metallic,Beige,46875.0,1074.0,7.0,51000,47059,232,2021-09-23 05:03:48
MJ206781,W1N4N4HB7MJ206781,2021,Mercedes-Benz,GLA,4336.0,No,21,Mountain Gray Metallic,Black,43375.0,1005.0,28.0,42900,41360,232,2021-09-23 05:03:48
MF914040,W1N0G8EB0MF914040,2021,Mercedes-Benz,GLC,3013.0,No,18,Black,Black,46425.0,1303.0,10.0,51000,46863,233,2021-09-23 05:03:48
MR607805,W1KWF8EB6MR607805,2021,Mercedes-Benz,C-Class,1670.0,No,21,White,Black,47575.0,1001.0,4.0,-,44862,258,2021-09-23 05:03:48
MR606213,W1KWF8EB9MR606213,2021,Mercedes-Benz,C-Class,811.0,No,23,White,Black,50000.0,921.0,13.0,-,44862,263,2021-09-23 05:03:48
LU027749,WDCTG4GB6LU027749,2020,Mercedes-Benz,GLA,4208.0,No,24,Iridium Silver Metallic,Black w/MB-Tex Upholstery,37655.0,1344.0,13.0,36600,36615,288,2021-09-23 05:03:48
LF125307,WDD1J6JB8LF125307,2020,Mercedes-Benz,E-Class,2900.0,No,20,Black,Black Leather,67920.0,3054.0,36.0,63300,63896,289,2021-09-23 05:03:48
LF702987,WDC0G8DB8LF702987,2020,Mercedes-Benz,GLC,2500.0,Yes,0,mojave silver metallic,Silk Beige,37945.0,947.0,12.0,47300,43915,296,2021-09-23 05:03:48
MF872577,W1N0G8EB7MF872577,2021,Mercedes-Benz,GLC,2900.0,No,0,Selenite Gray Metallic,Black,46775.0,236.0,1.0,51000,47249,296,2021-09-23 05:03:48
MJ205558,W1N4N4HBXMJ205558,2021,Mercedes-Benz,GLA,6163.0,No,26,White,Beige,42650.0,380.0,18.0,42600,41157,296,2021-09-23 05:03:48
MJ182362,W1N4N4HB8MJ182362,2021,Mercedes-Benz,GLA,5338.0,No,0,Mountain Gray Metallic,Black,42350.0,242.0,0.0,42700,41260,296,2021-09-23 05:03:48
MF879633,W1N0G8EB4MF879633,2021,Mercedes-Benz,GLC,2900.0,No,0,White,Beige,46050.0,215.0,0.0,51000,47249,296,2021-09-23 05:03:48
MF875647,W1N0G8EB6MF875647,2021,Mercedes-Benz,GLC,4931.0,No,0,Cirrus Silver Metallic,Black,46775.0,216.0,1.0,50600,46870,296,2021-09-23 05:03:48
MJ192611,W1N4N4HB9MJ192611,2021,Mercedes-Benz,GLA,5102.0,No,24,Denim Blue Metallic,Beige,40875.0,382.0,23.0,42800,41064,296,2021-09-23 05:03:48
MF877436,W1N0G8EB3MF877436,2021,Mercedes-Benz,GLC,2900.0,No,13,White,Black,46050.0,296.0,7.0,51000,47249,296,2021-09-23 05:03:48
MJ184886,W1N4N4HB8MJ184886,2021,Mercedes-Benz,GLA,3983.0,No,0,Iridium Silver Metallic,Black,40875.0,257.0,2.0,43000,41459,296,2021-09-23 05:03:48
MJ267321,W1K3G4FB6MJ267321,2021,Mercedes-Benz,A-Class,9071.0,No,0,Patagonia Red Metallic,Black,39625.0,428.0,0.0,-,-,296,2021-09-23 05:03:48
MF868945,W1N0G8EB1MF868945,2021,Mercedes-Benz,GLC,2900.0,No,0,Cirrus Silver Metallic,Black,46775.0,201.0,0.0,51000,47249,296,2021-09-23 05:03:48
MF877407,W1N0G8EB7MF877407,2021,Mercedes-Benz,GLC,2900.0,No,0,White,Black,46050.0,269.0,1.0,51000,47249,296,2021-09-23 05:03:48
MJ193139,W1N4N4HB5MJ193139,2021,Mercedes-Benz,GLA,7658.0,No,26,Iridium Silver Metallic,Black,40875.0,269.0,3.0,42300,40999,296,2021-09-23 05:03:48
MJ173056,W1N4N4HB0MJ173056,2021,Mercedes-Benz,GLA,7469.0,No,26,Mountain Gray Metallic,Black,42675.0,263.0,3.0,42400,41052,296,2021-09-23 05:03:48
MJ206326,W1N4N4HB5MJ206326,2021,Mercedes-Benz,GLA,4034.0,No,0,White,Black,42650.0,247.0,3.0,42900,41360,296,2021-09-23 05:03:48
L3753612,W1WV0FEY4L3753612,2020,Mercedes-Benz,Metris,25.0,No,29,Obsidian Black Metallic,black,79999.0,1086.0,1.0,38600,34936,296,2021-09-23 05:03:48
L3754298,W1WV0FEY7L3754298,2020,Mercedes-Benz,Metris,35.0,No,5,Obsidian Black Metallic,black,79999.0,477.0,17.0,38600,34936,296,2021-09-23 05:03:48
LR577251,W1KWF8EB4LR577251,2020,Mercedes-Benz,C-Class,6654.0,No,11,Selenite Gray Metallic,Magma Grey,39305.0,265.0,22.0,42700,41915,296,2021-09-23 05:03:48
LR598840,W1KWF8EB7LR598840,2020,Mercedes-Benz,C-Class,5645.0,No,0,Selenite Gray Metallic,Gray,39415.0,233.0,0.0,42900,42023,296,2021-09-23 05:03:48
LF133602,W1K1J6JB6LF133602,2020,Mercedes-Benz,E-Class,8873.0,No,26,Polar White,Macciato Beige Leather,70595.0,1263.0,25.0,61200,63816,296,2021-09-23 05:03:48
LF137310,W1K1J6JB2LF137310,2020,Mercedes-Benz,E-Class,4534.0,No,0,Black,Black Leather,67425.0,1139.0,1.0,62700,63896,296,2021-09-23 05:03:48
MW083734,W1N4M4HB9MW083734,2021,Mercedes-Benz,GLB,2900.0,No,22,Patagonia Red Metallic,Beige,48300.0,430.0,10.0,47200,46359,297,2021-09-23 05:03:48
MF880538,W1N0G8EB4MF880538,2021,Mercedes-Benz,GLC,2900.0,No,0,White,Black,46050.0,268.0,1.0,51000,47249,303,2021-09-23 05:03:48
LJ700577,W1NTG4GB5LJ700577,2020,Mercedes-Benz,GLA,2900.0,No,24,Iridium Silver Metallic,Black,37935.0,1326.0,7.0,36800,36615,316,2021-09-23 05:03:48
MJ130490,W1N4N4HBXMJ130490,2021,Mercedes-Benz,GLA,10372.0,No,0,Mountain Gray Metallic,Black,38010.0,552.0,1.0,41800,40725,324,2021-09-23 05:03:48
MJ147339,W1N4N4HB3MJ147339,2021,Mercedes-Benz,GLA,8.0,No,26,Iridium Silver Metallic,Black,41050.0,408.0,4.0,43600,41555,358,2021-09-23 05:03:48
MJ116484,W1N4N4HB0MJ116484,2021,Mercedes-Benz,GLA,12498.0,No,0,Mountain Gray Metallic,Black,37830.0,589.0,3.0,41500,37077,358,2021-09-23 05:03:48
LR573056,W1KWF8EB8LR573056,2020,Mercedes-Benz,C-Class,6465.0,No,0,Polar White,Black,39655.0,261.0,1.0,42800,41969,358,2021-09-23 05:03:48
MJ160633,W1N4N4HB2MJ160633,2021,Mercedes-Benz,GLA,5386.0,No,0,Iridium Silver Metallic,Black,40850.0,271.0,4.0,42700,41260,358,2021-09-23 05:03:48
LA842893,W1KZF8EB6LA842893,2020,Mercedes-Benz,E-Class,7219.0,No,26,Selenite Gray Metallic,Beige/Black,55570.0,554.0,12.0,51600,51094,358,2021-09-23 05:03:48
LR596165,W1KWF8EB7LR596165,2020,Mercedes-Benz,C-Class,6572.0,No,26,Black,Black,41235.0,207.0,8.0,42800,41915,358,2021-09-23 05:03:48
LA800731,W1KZF8EB1LA800731,2020,Mercedes-Benz,E-Class,5016.0,No,0,designo Selenite Gray Magno,Black,61535.0,482.0,1.0,52100,51294,358,2021-09-23 05:03:48
LR580449,W1KWF8EB7LR580449,2020,Mercedes-Benz,C-Class,5864.0,No,0,Black,Black,39730.0,263.0,1.0,42900,42023,358,2021-09-23 05:03:48
LR564843,WDDWF8EB8LR564843,2020,Mercedes-Benz,C-Class,6122.0,No,0,Black,Black,39675.0,273.0,2.0,42900,41969,358,2021-09-23 05:03:48
LR572888,W1KWF8EB4LR572888,2020,Mercedes-Benz,C-Class,5484.0,No,0,Iridium Silver,Black,39715.0,203.0,0.0,43000,42023,358,2021-09-23 05:03:48
KF113884,WDD1J6JBXKF113884,2019,Mercedes-Benz,E-Class,8611.0,No,0,Diamond White,Black Leather,63395.0,1188.0,12.0,53300,52887,419,2021-09-23 05:03:48
KA043515,WDD2J5JB7KA043515,2019,Mercedes-Benz,CLS,9881.0,No,22,Selenite Gray Metallic,Magma Gray and Espresso Brown w/Leather Upholstery,65495.0,795.0,36.0,60700,63733,419,2021-09-23 05:03:48
KF611764,WDC0G4KB1KF611764,2019,Mercedes-Benz,GLC,7327.0,Yes,0,Mojave,Black,39640.0,257.0,3.0,40600,42637,419,2021-09-23 05:03:48
KA671665,WDDZF4KB9KA671665,2019,Mercedes-Benz,E-Class,8997.0,No,0,Grey,Black,48155.0,409.0,1.0,43700,45484,419,2021-09-23 05:03:48
KF566801,WDC0J4KB5KF566801,2019,Mercedes-Benz,GLC,15527.0,Yes,0,Mojave,Black,46560.0,238.0,5.0,46300,49050,419,2021-09-23 05:03:48
KA031789,WDD2J5KB8KA031789,2019,Mercedes-Benz,CLS,12604.0,No,10,Black,Black Leather,69695.0,1002.0,24.0,60600,63423,419,2021-09-23 05:03:48
KA046348,WDD2J5KB9KA046348,2019,Mercedes-Benz,CLS,11048.0,No,0,Obsidian Black,Black Leather,69450.0,865.0,4.0,60700,63754,419,2021-09-23 05:03:48
KF116269,WDD1J6JB5KF116269,2019,Mercedes-Benz,E-Class,7887.0,No,0,Rubellite Red Metallic,Saddle Brown Leather,61785.0,1116.0,6.0,53600,52591,419,2021-09-23 05:03:48
KA670776,WDDZF6JB6KA670776,2019,Mercedes-Benz,E-Class,16265.0,No,10,Lunar Blue Metallic,Nut Brown,53440.0,1141.0,52.0,50600,47747,419,2021-09-23 05:03:48
KF900929,WDDWJ6EB8KF900929,2019,Mercedes-Benz,C-Class,10969.0,No,22,Graphite,Black,63895.0,2865.0,56.0,51800,54348,419,2021-09-23 05:03:48
KF110102,WDD1J6JB5KF110102,2019,Mercedes-Benz,E-Class,11259.0,No,17,Obsidian Black,Black Leather,63405.0,1001.0,15.0,52600,52151,419,2021-09-23 05:03:48
LA772438,W1KZF6JB1LA772438,2020,Mercedes-Benz,E-Class,6786.0,No,29,Cardinal Red,Black,63135.0,1641.0,43.0,59600,58786,450,2021-09-23 05:03:48
LF728846,WDC0G6EB6LF728846,2020,Mercedes-Benz,GLC,4928.0,No,29,Mojave,Black,73690.0,1324.0,28.0,-,64480,681,2021-09-23 05:03:48
19251,55SWF8EB5KU299196,2019,Mercedes-Benz,C-Class,8630.0,No,1,Mojave Silver Metallic,,37900.0,126.0,1.0,37900,39488,798,2021-09-23 05:03:48
HA287103T,WDDUG7JB4HA287103,2017,Mercedes-Benz,S-Class,67414.0,Yes,31,Obsidian Black Metallic,Black w/Leather Upholstery,73750.0,842.0,32.0,66400,69914,1,2021-09-26 05:02:16
JF706717P,WDDWK6EB4JF706717,2018,Mercedes-Benz,C-Class,3795.0,Yes,0,Obsidian Black Metallic,,62860.0,366.0,4.0,52300,59244,6,2021-09-26 05:02:16
LT027985T,W1Z4EGHY5LT027985,2020,Mercedes-Benz,Sprinter 2500,13402.0,No,0,Jet Black,Cloth,65949.0,1637.0,8.0,-,58613,6,2021-09-26 05:02:16
EMB53274T,SAJWA4EC2EMB53274,2014,Jaguar,XK,27511.0,No,10,Black,Warm Charcoal w/Bond Grain Leather Seat Trim,48910.0,1229.0,45.0,-,43602,7,2021-09-26 05:02:16
JP549484T,KNMAT2MVXJP549484,2018,Nissan,Rogue,6241.0,No,0,Magnetic Black,Charcoal Cloth,24230.0,12.0,0.0,23200,26558,8,2021-09-26 05:02:16
ER310114T,WDDGF8AB1ER310114,2014,Mercedes-Benz,C-Class,51336.0,No,25,Black,Black w/MB-Tex Upholstery,19690.0,171.0,14.0,17300,19179,9,2021-09-26 05:02:16
KX827659T,5TFAY5F19KX827659,2019,Toyota,Tundra,22002.0,No,24,Midnight Black Metallic,,53585.0,82.0,3.0,51700,50158,9,2021-09-26 05:02:16
LA100068T,4JGFF5KE5LA100068,2020,Mercedes-Benz,GLS,11975.0,No,28,White,Macchiato Beige/Magma Gray w/Leather Upholstery,88970.0,566.0,8.0,78400,79794,11,2021-09-26 05:02:16
KV132852C3,WDC0G4KB5KV132852,2019,Mercedes-Benz,GLC,6361.0,No,25,Lunar Blue Metallic,Silk Beige/Black MB-Tex w/MB-Tex Upholstery,41995.0,58.0,1.0,41000,44230,12,2021-09-26 05:02:16
